"state","fishyr","month","fleet","sex","part","Ntows","Nsamps","InputN","F12","F14","F16","F18","F20","F22","F24","F26","F28","F30","F32","F34","F36","F38","F40","F42","F44","F46","F48","F50","F52","F54","F56","F58","F60","F62","F64","F66","M12","M14","M16","M18","M20","M22","M24","M26","M28","M30","M32","M34","M36","M38","M40","M42","M44","M46","M48","M50","M52","M54","M56","M58","M60","M62","M64","M66"
"O","2021","7","NTWL","3","0","111","296","152","0","0","0","0","0","0","0","0","0","0.0183","0.0379","0.0393","0.0518","0.0316","0.0193","0.0206","0.0131","0.1432","0.1835","0.0224","0.0593","0.0067","0.0036","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0092","0.029","0.0291","0.0276","0.0502","0.0318","0.0168","0.0339","0.0206","0.0921","0.0019","0.0019","0.0018","0","0.0018","0","0","0.0018","0"
"O","2022","7","NTWL","3","0","38","87","50","0","0","0","0","0","0","0","0.0192","0.0088","0.0604","0.1743","0.1317","0.0872","0.091","0.0572","0.0178","0","0","0","0.0276","0","0.0178","0.0179","0","0","0","0","0","0","0","0","0","0","0","0","0.0192","0.0192","0.0302","0.0184","0.0275","0.039","0.0265","0.0635","0.0092","0.0276","0","0.0088","0","0","0","0","0","0","0","0","0"
"O","1973","7","TWL","3","0","1","51","7","0","0","0","0","0","0","0","0","0","0","0","0.0392","0","0.1569","0.0784","0.0196","0","0.0196","0","0.0196","0","0.0196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0392","0.0392","0.0588","0.0588","0.0196","0.0196","0.0784","0.0196","0.1373","0.1176","0.0392","0.0196","0","0","0","0","0"
"O","1974","7","TWL","3","0","4","370","28","0","0","0","0","0","0","0","0","0.0037","0","0.0037","0","0.008","0","0.0104","0.0075","5e-04","0.0171","0.045","0.1033","0.0943","0.0672","0.0193","0.0318","0.0042","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0037","5e-04","5e-04","0.0071","0.0095","0.0047","0.045","0.0893","0.1919","0.1193","0.0826","0.0178","0.008","0.0037","0","0","0","0"
"O","1976","7","TWL","3","0","2","89","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0221","0.0096","0.0442","0","0.0597","0.0412","0.0125","0.1046","0.101","0.0442","0.0221","0.0221","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0221","0.0376","0.0884","0.1356","0.0693","0.0723","0.0472","0.0346","0.0096","0","0","0","0","0","0"
"O","1977","7","TWL","3","0","8","750","56","0","0","0","0","0","0","0","0","0.002","0","0.0014","0.0017","0.005","0.0044","0.0148","0.0211","0.0198","0.0364","0.0255","0.0423","0.059","0.069","0.0401","0.0171","0.0068","0.0025","0","0","0","0","0","0","0","0","0","0","0.002","0.002","0.0021","0.0053","0.0044","0.0081","0.0198","0.0335","0.0665","0.1409","0.1598","0.129","0.0356","0.0192","0.0012","0.0018","0","0","0","0"
"O","1978","7","TWL","3","0","7","670","49","0","0","0","0","0","0","0","0","0","0.0011","0","0","0.0012","6e-04","0.0125","0.0079","0.0099","0.0459","0.0592","0.0657","0.0565","0.0782","0.0532","0.0424","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0019","0.0058","0.0132","0.0566","0.0922","0.1059","0.1478","0.0923","0.0406","0.0048","0.0017","0","0","0","0"
"O","1979","7","TWL","3","0","6","600","42","0","0","0","0","0","0","0","0","0","0","0.0047","0.0047","0.0097","0.0147","0.0194","0.0105","0.0302","0.0634","0.0511","0.0606","0.0567","0.0616","0.0202","0.0229","0.003","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0047","0.0097","0.0153","0.0343","0.0422","0.0591","0.0559","0.0992","0.1125","0.0874","0.0269","0.0158","6e-04","0.003","0","0","0","0"
"O","1980","7","TWL","3","0","21","1034","148","0","0","0","0","0","0","0","0","0.0024","0.0194","0.0365","0.0219","0.0122","0.0012","0.0027","0.0038","0.0055","0.0174","0.0344","0.0574","0.0637","0.0935","0.1032","0.0339","0.0038","0.0015","0.0011","0","0","0","0","0","0","0","0","0","0","0","0.0017","0","2e-04","5e-04","0.0068","0.0173","0.0332","0.0635","0.1397","0.1318","0.0654","0.0175","0.0037","0.0032","0","0","0","0"
"O","1981","7","TWL","3","0","7","603","49","0","0","0","0","0","0","0","0","0","0","0","0","0","7e-04","0.0054","0.0017","0.038","0.0235","0.0532","0.045","0.0865","0.04","0.0405","0.0202","0.0116","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0075","0.0185","0.0465","0.07","0.0753","0.1884","0.1348","0.0649","0.0254","0.0017","0","3e-04","0","0","0"
"O","1982","7","TWL","3","0","20","1358","141","0","0","0","0","0","0","0","0","0","0","1e-04","0","0","0","0.0054","0.007","0.0305","0.0325","0.0391","0.044","0.0663","0.0636","0.0513","0.0241","0.0022","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0013","0.0023","0.0124","0.0293","0.0728","0.0858","0.1474","0.1714","0.0874","0.0234","0","3e-04","0","0","0","0"
"O","1983","7","TWL","3","0","30","2836","212","0","0","0","0","0","0","0","0","4e-04","0","8e-04","0.0028","0.0018","0.006","0.0135","0.0199","0.0304","0.038","0.0392","0.053","0.0718","0.0614","0.0391","0.0179","0.0046","0.0012","0","0","0","0","0","0","4e-04","0","0","0","0","1e-04","9e-04","0.0023","0.0069","0.0077","0.0219","0.0521","0.061","0.0782","0.1208","0.1283","0.0941","0.0204","0.0029","0","0","0","0","0"
"O","1984","7","TWL","3","0","21","2064","148","0","0","0","0","0","0","0","0","3e-04","3e-04","9e-04","0.0012","0.0034","0.0025","0.0078","0.0165","0.0288","0.0446","0.0628","0.0542","0.0516","0.0421","0.0434","0.0196","0.0022","0.001","0","1e-04","0","0","0","0","0","0","0","3e-04","0","0","3e-04","9e-04","0.0027","0.0081","0.0198","0.0361","0.0751","0.1027","0.14","0.147","0.0678","0.0138","0.001","0.001","0","0","0","0"
"O","1985","7","TWL","3","0","29","1891","205","0","0","0","0","0","0","0","0","0","0","0.0011","0","0.0033","0.0067","0.0105","0.0155","0.0293","0.0538","0.0637","0.0713","0.0694","0.0481","0.0347","0.022","0.0112","9e-04","0","0","0","0","0","0","0","0","0","0","0","0","8e-04","0.0017","0.0023","0.0077","0.0268","0.0392","0.0672","0.1086","0.1077","0.0962","0.0715","0.0241","0.0043","5e-04","0","0","0","0"
"O","1986","7","TWL","3","0","16","1545","113","0","0","0","0","0","0","0","0","0","0","0.0019","0.0045","0.0053","0.0127","0.0267","0.0299","0.03","0.0346","0.0515","0.078","0.073","0.0523","0.0489","0.0281","0.0054","0.0011","0","0","0","0","0","0","0","0","0","0","0","0.0014","0.0034","0.0036","0.0095","0.0154","0.037","0.0577","0.0719","0.0673","0.0979","0.0793","0.0513","0.0128","0.0067","7e-04","2e-04","0","0","0"
"O","1987","7","TWL","3","0","35","1751","247","0","0","0","0","0","0","0","0","0","0","0","0","2e-04","0.0038","0.0085","0.0117","0.0258","0.0431","0.0656","0.0824","0.0726","0.0633","0.0405","0.0237","0.0074","6e-04","1e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0055","0.0036","0.0185","0.0473","0.0839","0.1154","0.1164","0.0806","0.0527","0.0255","0.0015","0","0","0","0","0"
"O","1988","7","TWL","3","0","23","1148","162","0","0","0","0","0","0","0","0","0","0","0.0049","0.0024","0.015","0.0134","0.016","0.0161","0.0347","0.0606","0.0701","0.0781","0.0767","0.0455","0.0302","0.0195","0.0094","0.0012","0","0","0","0","0","0","0","0","0","0","0","0","0.0013","0.0018","0.0075","0.0148","0.0206","0.0549","0.0817","0.0974","0.1069","0.0646","0.0368","0.0159","0.0015","5e-04","0","0","0","0"
"O","1989","7","TWL","3","0","23","1130","162","0","0","0","0","0","0","0","0","0","0.0014","0","2e-04","9e-04","0.0019","0.009","0.0199","0.0323","0.0633","0.0704","0.0593","0.0725","0.0683","0.0386","0.0196","0.0082","0.0041","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0014","0.001","0.0103","0.0174","0.0445","0.0729","0.0938","0.1055","0.0844","0.0674","0.0253","0.0046","0.0017","0","0","0","0"
"O","1990","7","TWL","3","0","22","1099","155","0","0","0","0","0","0","0","0","0","0","0","5e-04","9e-04","0.0055","0.007","0.0264","0.0292","0.0382","0.0629","0.0991","0.0763","0.0756","0.0445","0.0231","0.0071","8e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","4e-04","0.0023","0.0053","0.0182","0.0412","0.0751","0.1207","0.1233","0.0641","0.0343","0.0139","0.0026","0","0.0013","0","0","0"
"O","1991","7","TWL","3","0","22","869","142","0","0","0","0","0","0","0","0.0016","0","7e-04","0.0019","0.0058","0.0114","0.0176","0.0259","0.0199","0.0432","0.0648","0.0433","0.0584","0.069","0.0398","0.0179","0.0196","0.007","0.0025","0","0","0","0","0","0","0","0","0","7e-04","7e-04","0.0021","0.0021","0.0061","0.0142","0.0151","0.037","0.0482","0.0935","0.0995","0.0957","0.0647","0.0581","0.009","0.0022","6e-04","0","0","0","0"
"O","1992","7","TWL","3","0","34","1364","222","0","0","0","0","0","0","0","0","0","0","0","0.0012","0.0014","0.0055","0.0215","0.0402","0.0342","0.0459","0.0493","0.0661","0.066","0.0679","0.0243","0.0156","0.0058","1e-04","0","0","0","0","0","0","0","0","0","0","0","0","0","0.001","0.0071","0.0178","0.0365","0.0552","0.0819","0.105","0.0984","0.0809","0.0518","0.0129","0.0056","6e-04","0","0","0","0"
"O","1993","7","TWL","3","0","22","1113","155","0","0","0","0","0","0","0","0","0","0","0","4e-04","0.0049","0.0014","0.0206","0.0374","0.043","0.0516","0.084","0.0867","0.0745","0.0599","0.0228","0.0132","0.0047","0.005","0","0","0","0","0","0","0","0","0","0","0","0","0","3e-04","0.0038","0.0174","0.0314","0.0589","0.0896","0.0917","0.089","0.0631","0.031","0.01","0.0039","0","0","0","0","0"
"O","1994","7","TWL","3","0","15","750","106","0","0","0","0","0","0","0","0","0","0","0.0017","0.0014","0.0043","0.0137","0.0221","0.0403","0.0598","0.0659","0.0615","0.0708","0.0526","0.0266","0.0142","9e-04","0","5e-04","0.0018","0","0","0","0","0","0","0","0","0","0","3e-04","9e-04","0.002","0.0029","0.0328","0.0465","0.1006","0.1043","0.0941","0.0863","0.0421","0.0288","0.018","0.0022","0","0","0","0","0"
"O","1995","7","TWL","3","0","16","847","113","0","0","0","0","0","0","0","0","0","0","0","0.0158","0.0186","0.0345","0.029","0.0506","0.051","0.063","0.0694","0.0669","0.0425","0.02","0.0121","0.0016","2e-04","0","0","0.0026","0","0","0","0","0","0","0","0","4e-04","7e-04","0.0136","0.0171","0.045","0.0502","0.0772","0.0708","0.0983","0.0658","0.0399","0.0259","0.0123","0.004","9e-04","0","0","0","0","0"
"O","1996","7","TWL","3","0","19","1162","134","0","0","0","0","0","0","0","2e-04","0","0.0016","0.0015","0.0155","0.025","0.0288","0.0567","0.0506","0.0511","0.0491","0.0532","0.0452","0.0364","0.0271","0.0104","0.0054","0.0029","0","5e-04","0","0","0","0","0","0","0","2e-04","2e-04","0","4e-04","0.0024","0.0132","0.0272","0.0626","0.0716","0.0694","0.0673","0.0543","0.0668","0.062","0.0266","0.0119","7e-04","0.002","0","0","0","0"
"O","1997","7","TWL","3","0","28","1545","198","0","0","0","0","0","0","0","0","0","0","0","0.0018","0.0078","0.0096","0.0317","0.0375","0.0548","0.0648","0.0647","0.0711","0.0374","0.0148","0.0163","0.0052","0.0023","0.0016","0","0","0","0","0","0","0","0","0","2e-04","0","5e-04","0.0011","0.0043","0.0159","0.0398","0.0783","0.1047","0.1181","0.0979","0.0669","0.0315","0.0119","0.0043","0.0031","0","2e-04","0","0","0"
"O","1998","7","TWL","3","0","28","1560","198","0","0","0","0","0","0","0","0","0","0.002","0.0022","0.0066","0.0169","0.0375","0.0525","0.0481","0.0559","0.0649","0.043","0.047","0.0444","0.0238","0.0054","0.0042","5e-04","0","0","0","0","0","0","0","0","0","0","3e-04","0","0","0.0027","0.0044","0.0277","0.0431","0.0615","0.0966","0.0928","0.0886","0.0643","0.043","0.0124","0.0071","6e-04","0","0","0","0","0"
"O","1999","7","TWL","3","0","28","1517","198","0","0","0","0","0","0","0","6e-04","5e-04","0.001","0.0019","0.0054","0.0084","0.0376","0.0446","0.0542","0.0727","0.0731","0.0574","0.0596","0.0448","0.0186","0.0114","0.0049","5e-04","1e-04","0","0","0","0","0","0","0","2e-04","3e-04","2e-04","6e-04","0","0.0025","0.0056","0.0324","0.0455","0.0634","0.0784","0.0879","0.0833","0.0581","0.0191","0.0186","0.006","6e-04","0","0","0","0","0"
"O","2000","7","TWL","3","0","16","495","84","0","0","0","0","0","0","0.0066","0","0","0.0066","0.0133","0.0336","0.0556","0.0463","0.0365","0.0376","0.0646","0.04","0.0651","0.0204","0.0165","0.0125","0.0016","0.0035","0.0014","0","0","0","0","0","0","0","0","0","0","0","0","0","0.031","0.043","0.0704","0.0621","0.0619","0.092","0.0819","0.0485","0.0283","0.0154","0.0014","0.0021","0","0","0","0","0","0"
"O","2001","7","TWL","3","0","32","879","153","0","0","0","0","0","0","0","0","0","8e-04","0.0047","0.0173","0.0473","0.0516","0.042","0.0591","0.0526","0.0564","0.0528","0.0436","0.0197","0.0118","0.0125","0.0055","0.0034","0","0","0","0","0","0","0","0","0","0","0","0","0.0015","0.0046","0.0185","0.0351","0.0705","0.0768","0.101","0.0783","0.0596","0.0379","0.0197","0.0103","0.0044","8e-04","0","0","0","0","0"
"O","2002","7","TWL","3","0","58","1173","220","0","0","0","0","0","0","0","0","0","0","0.0036","0.0162","0.0371","0.07","0.084","0.0442","0.044","0.0385","0.0561","0.0309","0.0201","0.0288","0.0186","0.0136","0.0065","0","0","0","0","0","0","0","0","0","0","0","0","0.005","0.0052","0.0183","0.0524","0.0676","0.0648","0.072","0.0875","0.0509","0.034","0.0182","0.0032","0.008","9e-04","0","0","0","0","0"
"O","2003","7","TWL","3","0","35","272","73","0","0","0","0","0","0.0031","0","0","0","0","0","0.0032","0.0126","0.0298","0.0335","0.0866","0.0906","0.0716","0.0508","0.0537","0.0376","0.0334","0.0182","0.0181","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0032","0.0269","0.0631","0.0488","0.0932","0.0918","0.0744","0.0427","0.0101","0","0.0031","0","0","0","0","0","0"
"O","2004","7","TWL","3","0","49","354","98","0","0","0","0","0","0","0","0","0","0.0028","0.0104","0.0078","0.0157","0.0303","0.0438","0.0658","0.0582","0.0828","0.033","0.0551","0.0563","0.0276","0.0117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0014","0.004","0.0118","0.0168","0.0563","0.0475","0.0716","0.0726","0.0823","0.0452","0.0457","0.0207","0.0046","0.0181","0","0","0","0","0"
"O","2005","7","TWL","3","0","49","350","97","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0034","0.0263","0.0368","0.0303","0.0757","0.0841","0.0577","0.0752","0.0461","0.0221","0.0129","0","0","0.0021","0","0","0","0","0","0","0","0","0","0","0","0.0021","0.0021","0.0021","0.0099","0.0336","0.0721","0.1639","0.1153","0.0821","0.03","0.01","0","0.0037","0","0","0","0","0"
"O","2006","7","TWL","3","0","56","358","105","0","0","0","0","0","0","0.003","0.0048","0.0024","0.0072","0.0063","0.02","0.0073","0.0343","0.0361","0.0326","0.0401","0.0472","0.056","0.0612","0.049","0.0235","0.0105","0.0104","0.0039","0","0","0","0","0","0","0","0","0","0.0024","0","0","0.0024","0.0024","0.0048","0.0197","0.0378","0.0377","0.0774","0.0904","0.1052","0.0952","0.0404","0.0111","0.0101","0.0048","0.0024","0","0","0","0"
"O","2007","7","TWL","3","0","45","121","62","0","0","0","0","0","0","0","0","0","0","0.0081","0","0.0081","0.0085","0.0332","0.0675","0.0497","0.0424","0.0495","0.082","0.0743","0.0579","0.0654","0.081","0.0247","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0081","0","0.0167","0.0166","0.0419","0.0328","0.0324","0.0585","0.0832","0.0328","0.0167","0.0081","0","0","0","0","0","0"
"O","2008","7","TWL","3","0","60","202","88","0","0","0","0","0","0","0.0041","0.0041","0.0124","0.0323","0.0289","0.0124","0.0117","0.0041","0.0116","0.0284","0.0041","0.0301","0.0224","0.0546","0.0404","0.0822","0.0549","0.045","0.0082","0","0","0","0","0","0","0","0","0","0","0","0.0199","0.0364","0.0364","0.0199","0.0168","0.0199","0.0282","0.0712","0.0444","0.1199","0.0373","0.0292","0.0212","0.0075","0","0","0","0","0","0"
"O","2009","7","TWL","3","0","82","483","149","0","0","0","0","0","0","0","0","0","0.01","0.0051","0.0254","0.0129","0.012","0.0193","0.0183","0.0371","0.0432","0.049","0.0499","0.0888","0.0638","0.0283","0.0168","0.0043","0.0017","0","0","0","0","0","0","0","0","0","0","0.0033","0.0033","0.0068","0.0371","0.0287","0.0259","0.0271","0.0513","0.0667","0.0896","0.0761","0.0677","0.0193","0.0079","0.0033","0","0","0","0","0"
"O","2010","7","TWL","3","0","33","365","83","0","0","0","0","0","0","0","0","0","0.0022","0.0053","0.0277","0.0446","0.024","0.0332","0.013","0.0208","0.0423","0.0664","0.0516","0.0757","0.0394","0.0182","0.0096","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0181","0.0437","0.0255","0.0243","0.0227","0.0506","0.1099","0.083","0.0893","0.0505","0.0084","0","0","0","0","0","0","0"
"O","2011","7","TWL","3","0","45","418","103","0","0","0","0","0","0","0","0","0.0014","0.0099","0.0218","0.0162","0.0385","0.0795","0.1093","0.08","0.0726","0.0261","0.0361","0.0195","0.0177","0.0056","0.0125","0.0029","0","0","0","0","0","0","0","0","0","0","0","0.0014","0.0028","0.013","0.0116","0.0259","0.0484","0.0676","0.0615","0.104","0.0441","0.0421","0.0171","0.0014","0.0014","0.0081","0","0","0","0","0","0"
"O","2012","7","TWL","3","0","59","494","127","0","0","0","0","0","0.0014","0.002","0.0028","0.0042","0","0.0126","0.0115","0.0277","0.0278","0.0432","0.0621","0.0577","0.0522","0.0455","0.0264","0.0418","0.0309","0.0191","0.0118","0","0","0","0","0","0","0","0","0.0014","0","0","0.0028","0.0014","0.0014","0.0124","0.0303","0.0403","0.0347","0.0981","0.0814","0.0646","0.0651","0.0425","0.0238","0.0116","0.0014","0.0063","0","0","0","0","0"
